0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.00011245,0.00011245,0.00011245
0.13777,0.30408,1.7219
4.9785,6.6423,8.7886
20.453,25.479,27.259
57.95,69.753,69.403
146.44,172.24,164.18
165.99,193.63,181.78
135.67,156.81,148.16
100.87,114.08,108.53
77.224,83.962,79.703
63.697,65.855,62.424
60.332,59.536,56.203
64.394,61.483,56.277
72.958,68.811,61.488
78.029,74.566,66.874
83.228,80.568,72.046
88.352,86.393,77.318
93.383,92.202,82.193
98.274,97.649,87.165
102.56,102.46,91.361
106.61,107.14,95.578
110.49,111.47,99.033
114.19,115.35,102.44
117.38,118.95,105.51
121.42,123.34,109.15
127.38,130.33,114.84
135.51,140.7,123.9
144.34,153.47,135.6
156.57,172.1,153.62
184.07,210.3,190.66
183.91,210.58,191.62
174.89,196.51,178.55
162.61,178.4,161.78
152.08,163.05,146.99
147.28,155.3,139.56
143.56,149.81,134.33
139.22,144.13,129.65
135.12,139,125.26
134.31,137.87,124.74
134.05,137.59,124.6
134.03,137.34,124.76
133.87,137.15,124.69
133.54,136.86,124.65
132.85,136.26,124.26
132.49,135.86,124.1
132.14,135.72,124.06
131.49,135.25,123.94
130.7,134.7,123.56
130.16,134.26,123.44
129.61,133.65,123.19
128.75,133.01,122.62
127.94,132.37,122.11
127.2,131.6,121.72
126.4,131.17,121.42
127.26,133.17,123.48
131.4,139.18,128.9
135.92,146.06,134.55
141.88,154.19,141.43
149.21,163.98,149.65
157.16,173.9,157.82
165.78,184.39,166.51
172.12,192.76,173.91
174.02,195.78,177.41
172.82,193.75,176
168.74,188.6,172.44
163.28,182.28,168.21
155.47,173.76,162.04
150.53,168.72,158.66
149.93,167.85,157.17
153.29,171.85,159.72
157.95,178.07,164.52
163.58,185.69,170.85
170.54,195.66,179.81
177.73,205.05,188.09
181.9,208.44,190.66
172.91,196.76,181.28
162.55,183.53,170.32
151.3,168.71,157.54
141.66,155.49,145.67
133.5,144.36,135.21
126.23,135.32,127.2
119.45,127.46,120.2
113.27,120.98,114.71
108.83,116.32,110.4
105.89,112.82,107.83
103.83,110.45,105.67
102.09,108.59,104.01
100.66,107.34,102.81
99.783,106.21,102.15
98.784,105.25,101.4
97.463,103.98,100.18
96.515,103.16,99.349
96.153,102.38,98.763
94.981,101.33,97.434
94.387,100.15,96.583
93.368,98.846,95.109
92.332,97.382,93.304
91.102,96.054,91.665
90.485,94.631,90.048
89.431,93.264,88.257
88.35,91.875,86.495
87.115,90.614,84.919
86.67,89.54,84.019
85.772,88.51,82.546
85.07,87.373,81.614
83.854,86.254,80.236
83.699,85.496,79.674
82.924,84.399,78.389
82.336,83.368,77.151
81.189,82.209,75.671
81.002,81.369,75.204
79.892,80.203,73.861
79.644,79.273,73.266
78.701,77.996,72.092
77.983,76.908,71.083
77.248,76.07,70.069
76.99,75.079,69.395
75.742,73.809,67.833
75.649,72.913,67.14
75.016,72.106,66.129
74.24,71.143,65.156
74.174,70.435,64.698
73.378,69.501,63.554
72.684,68.642,62.724
72.529,67.984,62.307
71.69,67.191,61.143
72.794,67.609,61.209
73.384,68.142,60.731
74.785,68.832,61.446
75.356,69.28,61.424
76.433,69.883,61.753
77.056,70.444,61.668
77.626,70.955,61.806
78.984,71.848,62.693
80.289,72.518,63.422
80.888,73.128,63.58
81.618,73.828,63.724
83.031,74.621,64.712
83.274,74.974,64.712
84.151,75.366,65.31
84.196,75.549,65.088
85.458,76.19,66.232
85.77,76.53,66.583
86.402,77.019,67.331
86.248,77.191,67.531
87.136,77.579,68.662
87.221,77.865,69
87.495,78.294,69.765
88.308,78.789,70.92
88.445,79.058,71.347
88.832,79.46,72.075
88.676,79.705,72.381
89.252,80.043,73.298
89.318,80.284,73.735
89.204,80.453,74.285
89.817,80.776,75.204
89.602,80.851,75.324
89.366,80.785,75.558
89.826,81.085,76.429
89.333,81.035,76.38
89.449,81.104,77.028
89.242,81.163,77.253
88.967,81.122,77.488
89.244,81.34,78.343
88.664,81.303,78.357
89.258,81.612,79.195
88.702,81.48,79.075
89.038,81.697,79.837
88.716,81.71,79.996
88.143,81.421,80.079
88.344,81.52,80.674
87.594,81.244,80.401
87.309,80.885,80.642
86.391,80.425,80.335
86.171,80.275,80.67
85.397,79.948,80.51
85.249,79.795,81.018
84.518,79.417,81.002
83.79,79.034,80.961
82.864,78.654,80.74
82.454,78.353,81.026
82.054,78.267,81.096
81.509,77.98,81.168
80.861,77.751,80.983
80.607,77.589,81.324
80.062,77.395,81.277
79.601,77.078,81.243
78.761,76.633,80.86
78.501,76.49,81.135
78.114,76.476,80.999
77.447,76.059,80.71
77.389,75.995,81.129
76.619,75.563,80.701
76.235,75.204,80.78
76.109,75.134,81.108
75.719,74.912,81.063
75.038,74.433,80.812
74.37,74.13,80.466
73.922,73.71,80.456
73.424,73.328,80.171
72.899,72.965,80.026
72.335,72.628,79.63
72.129,72.316,79.691
71.968,72.151,79.615
71.683,71.925,79.57
71.014,71.493,79.108
71.052,71.37,79.26
70.552,70.985,78.858
70.468,70.975,78.798
70.048,70.697,78.383
70.032,70.535,78.362
69.807,70.347,78.29
69.448,70.07,78.067
68.921,69.8,77.673
69.086,69.77,77.89
68.962,69.694,77.768
68.661,69.412,77.495
68.205,69.153,77.086
68.181,68.987,77.245
67.826,68.679,76.911
67.62,68.519,76.817
67.02,68.084,76.111
66.999,67.783,76.072
66.912,67.613,75.898
66.598,67.266,75.556
66.212,66.995,74.929
66.045,66.566,74.665
65.932,66.541,74.545
65.688,66.273,74.296
65.472,66.289,73.944
66.269,66.981,74.405
66.673,67.418,74.469
66.713,67.432,74.394
66.282,67.148,73.955
66.193,66.753,73.919
65.495,66.017,73.241
64.894,65.453,72.861
64.252,65.038,72.207
64.178,64.798,71.994
64.19,65.103,71.991
64.741,65.831,72.144
65.2,66.802,72.48
66.086,67.725,73.277
66.982,68.712,73.791
67.748,69.504,74.312
67.95,69.789,74.168
68.453,69.954,74.357
68.657,69.98,74.205
68.915,70.049,74.292
68.841,70.021,74.03
68.919,70.185,74.899
68.626,70.377,75.862
68.186,70.447,77.073
67.173,70.265,77.946
66.822,70.172,78.855
66.06,69.68,78.73
65.309,68.914,78.44
64.543,68.342,77.806
63.691,67.317,77.242
63.292,66.743,76.59
63.223,66.419,76.086
63.032,66.264,75.639
63.3,66.26,75.877
63.712,66.564,76.009
64.161,67.101,76.201
64.4,67.381,75.382
65.732,68.44,75.511
67.081,69.757,75.546
67.918,70.595,75.949
67.919,70.82,75.881
68.542,71.27,76.523
68.414,71.136,76.374
68.227,70.919,76.12
67.658,70.473,75.218
67.543,70.1,74.813
67.206,69.801,74.357
66.704,69.442,73.89
65.927,68.839,73.135
65.471,68.358,73.008
64.762,67.791,72.656
63.886,67.036,72.28
62.713,66.083,71.556
61.979,65.1,71.217
60.981,64.052,70.59
59.766,62.814,69.686
58.55,61.708,68.72
57.921,61.039,68.739
57.45,60.597,68.483
56.544,59.87,68.174
55.912,59.492,67.814
56,59.366,68.12
55.561,59.021,67.981
55.315,58.802,68.027
54.778,58.507,67.835
54.595,58.369,68.226
54.325,58.323,68.443
54.196,58.371,68.782
54.275,58.737,69.235
54.737,59.116,70.28
54.879,59.4,70.826
55.194,59.746,71.526
55.359,60.195,72.028
55.753,60.559,73.039
55.758,60.741,73.604
56.075,61.125,74.335
56.272,61.394,74.613
57.002,61.907,75.638
57.347,62.303,76.1
57.557,62.589,76.56
57.608,62.804,76.665
58.055,63.134,77.413
58.241,63.356,77.734
58.484,63.528,78.083
58.316,63.48,77.948
58.924,63.824,78.734
59.116,64.054,78.974
59.336,64.208,79.243
59.328,64.383,79.284
59.885,64.701,79.899
59.999,64.804,80.042
60.312,65.052,80.328
60.213,65.195,80.292
60.763,65.479,80.892
61,65.769,81.156
61.189,65.908,81.343
61.081,65.984,81.255
61.663,66.407,81.86
61.86,66.696,82.017
62.003,66.904,82.127
61.847,66.925,81.913
62.29,67.22,82.588
62.57,67.523,82.847
62.691,67.611,82.885
62.501,67.616,82.678
62.982,68.006,83.232
63.203,68.258,83.309
63.368,68.432,83.357
63.32,68.562,83.204
63.775,68.716,83.624
63.827,68.76,83.525
63.874,68.774,83.412
63.835,68.861,83.266
64.315,69.116,83.742
64.508,69.37,83.852
64.838,69.619,83.994
64.757,69.69,83.757
65.179,69.844,84.084
65.468,70.067,84.22
65.54,70.113,84.121
65.322,70.062,83.858
65.834,70.35,84.333
66.094,70.581,84.468
66.311,70.758,84.573
66.249,70.873,84.444
66.793,71.225,85.066
66.962,71.417,85.156
67.226,71.688,85.393
67.093,71.833,85.296
67.498,71.959,85.605
67.66,72.164,85.693
67.794,72.316,85.736
67.587,72.281,85.4
68.105,72.626,85.917
68.404,72.821,85.982
68.539,72.931,85.947
68.397,72.96,85.765
68.966,73.233,86.216
68.983,73.312,86.235
69.006,73.368,86.211
68.832,73.414,86.02
69.055,73.389,86.205
69.211,73.552,86.275
69.142,73.509,86.134
69.041,73.488,85.92
69.454,73.576,86.316
69.165,73.419,85.963
69.325,73.288,86.1
69.315,73.282,86.054
69.485,73.404,86.188
69.379,73.342,85.958
69.461,73.325,86.104
69.571,73.413,86.259
69.587,73.429,86.32
69.367,73.338,86.128
69.58,73.406,86.408
69.618,73.412,86.48
69.668,73.46,86.56
69.534,73.434,86.473
69.499,73.366,86.638
69.497,73.346,86.592
69.48,73.418,86.713
69.275,73.349,86.571
69.514,73.467,86.805
69.522,73.525,86.772
69.641,73.616,86.911
69.52,73.648,86.756
69.757,73.696,86.872
69.758,73.672,86.876
69.752,73.66,86.816
69.654,73.639,86.656
69.775,73.65,86.77
69.755,73.647,86.742
69.7,73.609,86.682
69.531,73.536,86.5
69.723,73.594,86.716
69.698,73.56,86.72
69.54,73.466,86.596
69.35,73.341,86.378
69.555,73.412,86.59
69.588,73.433,86.623
69.491,73.373,86.497
69.299,73.275,86.29
69.467,73.35,86.558
69.53,73.377,86.685
69.382,73.307,86.616
69.227,73.238,86.463
69.416,73.32,86.629
69.546,73.377,86.6
69.573,73.394,86.6
69.326,73.234,86.304
69.529,73.374,86.533
69.49,73.442,86.467
69.338,73.32,86.338
69.414,73.348,86.466
69.434,73.43,86.461
69.342,73.379,86.373
69.495,73.408,86.507
69.456,73.462,86.421
69.387,73.437,86.333
69.609,73.519,86.65
69.518,73.475,86.568
69.453,73.395,86.57
69.457,73.365,86.545
69.315,73.062,86.26
69.459,73.23,86.464
69.296,73.185,86.325
69.43,73.309,86.525
69.312,73.3,86.465
69.167,73.208,86.344
69.441,73.352,86.585
69.369,73.324,86.46
69.331,73.265,86.391
69.402,73.277,86.473
69.292,73.24,86.332
69.169,73.154,86.203
69.372,73.287,86.505
69.19,73.219,86.368
69.162,73.206,86.342
69.338,73.261,86.627
69.305,73.223,86.578
69.346,73.303,86.643
69.123,73.166,86.401
69.291,73.262,86.574
69.374,73.31,86.519
69.464,73.405,86.601
69.35,73.406,86.464
69.462,73.388,86.562
69.494,73.408,86.58
69.506,73.458,86.606
69.253,73.273,86.305
69.553,73.434,86.636
69.665,73.526,86.757
69.83,73.661,86.899
69.643,73.564,86.704
69.857,73.646,86.896
69.852,73.622,86.806
69.78,73.591,86.717
69.719,73.614,86.588
70.024,73.777,86.796
70.131,73.887,86.846
70.14,73.894,86.828
70.001,73.86,86.605
69.995,73.751,86.61
69.878,73.641,86.499
69.958,73.696,86.581
69.908,73.699,86.474
70.014,73.714,86.49
69.974,73.718,86.383
69.922,73.689,86.317
69.59,73.541,85.995
69.43,73.378,85.838
69.431,73.498,85.894
69.182,73.295,85.662
63.938,67.047,80.194
58.164,61.368,74.062
52.537,55.148,68.076
48.064,49.776,63.126
42.716,44.24,56.887
38.108,38.666,51.183
32.807,33.05,44.527
28.916,27.892,38.785
24.274,22.731,32.038
20.168,17.773,25.912
15.429,13.04,19.014
12.011,9.3009,13.281
8.2048,5.9892,7.7338
5.9655,4.1133,4.8793
3.4947,2.4355,2.0987
1.6229,0.96377,0.66345
0.50876,0.28892,0.21495
0.0018658,0.0024458,0.0077
5.3267e-05,0,0.0034742
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0,0,0.0036044
0.38075,0.58184,2.0422
0.60245,1.1937,3.2475
0.9428,2.1012,5.2037
1.1754,2.8755,6.7026
1.4143,3.7524,8.6537
1.7237,4.813,11.036
1.9638,6.0083,13.788
2.3865,7.7505,17.097
2.6673,9.3916,20.031
3.9852,12.779,25.436
